epoch,step,train_loss,val_loss
0,49,0.5874321460723877,
0,49,,0.6372630000114441
1,99,0.47787484526634216,
1,99,,0.581304669380188
2,149,0.3648965656757355,
2,149,,0.5903586745262146
3,199,0.3712138533592224,
3,199,,0.5916110873222351
4,249,0.33597680926322937,
4,249,,0.6075482368469238
5,299,0.3377966284751892,
5,299,,0.5911777019500732
6,349,0.3632891774177551,
6,349,,0.6061959862709045
7,399,0.30580592155456543,
7,399,,0.6161181926727295
8,449,0.4822782278060913,
8,449,,0.5849073529243469
9,499,0.2940417230129242,
9,499,,0.6216723322868347
10,549,0.2930850088596344,
10,549,,0.6398360729217529
11,599,0.30760321021080017,
11,599,,0.6479307413101196
