epoch,step,train_loss,val_loss
0,49,0.6494394540786743,
0,49,,0.6682166457176208
1,99,0.614301323890686,
1,99,,0.6385290026664734
2,149,0.5276745557785034,
2,149,,0.5949321985244751
3,199,0.4528270661830902,
3,199,,0.5808406472206116
4,249,0.4186546206474304,
4,249,,0.5818256139755249
5,299,0.3751903474330902,
5,299,,0.5837258696556091
6,349,0.37554866075515747,
6,349,,0.5844579935073853
7,399,0.33564433455467224,
7,399,,0.5876174569129944
8,449,0.34938523173332214,
8,449,,0.5755429267883301
9,499,0.4297175109386444,
9,499,,0.569219708442688
10,549,0.3358379900455475,
10,549,,0.6226197481155396
11,599,0.4590259790420532,
11,599,,0.5640708804130554
12,649,0.35276803374290466,
12,649,,0.5805371403694153
13,699,0.34003114700317383,
13,699,,0.5790082812309265
14,749,0.3406940996646881,
14,749,,0.6013126373291016
15,799,0.3128682076931,
15,799,,0.5916508436203003
16,849,0.31642287969589233,
16,849,,0.5980687141418457
17,899,0.28673166036605835,
17,899,,0.6124449968338013
18,949,0.3564000725746155,
18,949,,0.603689968585968
19,999,0.3024264872074127,
19,999,,0.6188086867332458
20,1049,0.3644012212753296,
20,1049,,0.5929345488548279
21,1099,0.27230364084243774,
21,1099,,0.6575418710708618
