epoch,step,train_loss,val_loss
0,49,0.5966585874557495,
0,49,,0.6487205624580383
1,99,0.48860594630241394,
1,99,,0.5956968069076538
2,149,0.3895261585712433,
2,149,,0.564781904220581
3,199,0.3475781977176666,
3,199,,0.575222373008728
4,249,0.3293299376964569,
4,249,,0.5758543610572815
5,299,0.32059305906295776,
5,299,,0.5880041718482971
6,349,0.2926264703273773,
6,349,,0.5833126902580261
7,399,0.30782872438430786,
7,399,,0.5952053070068359
8,449,0.30279526114463806,
8,449,,0.5771799087524414
9,499,0.4763364791870117,
9,499,,0.579609215259552
10,549,0.28650614619255066,
10,549,,0.6084825396537781
11,599,0.3823195993900299,
11,599,,0.5778393745422363
12,649,0.28441423177719116,
12,649,,0.611422061920166
