epoch,step,train_loss,val_loss
0,49,0.6272057890892029,
0,49,,0.6638195514678955
1,99,0.5614070296287537,
1,99,,0.6359968185424805
2,149,0.5485016703605652,
2,149,,0.6302703022956848
3,199,0.5622066855430603,
3,199,,0.6309254169464111
4,249,0.5567031502723694,
4,249,,0.6301954984664917
5,299,0.561888575553894,
5,299,,0.628091037273407
6,349,0.5600486397743225,
6,349,,0.6244431138038635
7,399,0.5522650480270386,
7,399,,0.620307445526123
8,449,0.5622191429138184,
8,449,,0.6155885457992554
9,499,0.5235133171081543,
9,499,,0.608822762966156
10,549,0.5075104832649231,
10,549,,0.6002151966094971
11,599,0.5082193613052368,
11,599,,0.5917657613754272
12,649,0.47183820605278015,
12,649,,0.584399938583374
13,699,0.4709137976169586,
13,699,,0.5770682692527771
14,749,0.4567025303840637,
14,749,,0.5726892352104187
15,799,0.4351208508014679,
15,799,,0.5701684355735779
16,849,0.4459180235862732,
16,849,,0.5687684416770935
17,899,0.413334459066391,
17,899,,0.5690246224403381
18,949,0.4120006263256073,
18,949,,0.5689599514007568
19,999,0.4202209413051605,
19,999,,0.5690123438835144
20,1049,0.408064603805542,
20,1049,,0.5696980357170105
21,1099,0.38792121410369873,
21,1099,,0.5693191289901733
22,1149,0.445157915353775,
22,1149,,0.5695975422859192
23,1199,0.42475441098213196,
23,1199,,0.5707219839096069
24,1249,0.39925384521484375,
24,1249,,0.5722049474716187
25,1299,0.39285776019096375,
25,1299,,0.5728437304496765
26,1349,0.3662586212158203,
26,1349,,0.5736896395683289
