epoch,step,train_loss,val_loss
0,49,0.4870586395263672,
0,49,,0.5991302132606506
1,99,0.4362659454345703,
1,99,,0.5912255048751831
2,149,0.4355319142341614,
2,149,,0.5913573503494263
3,199,0.44881579279899597,
3,199,,0.5926754474639893
4,249,0.4454103708267212,
4,249,,0.5934543609619141
5,299,0.4674609303474426,
5,299,,0.5937896370887756
6,349,0.4708632528781891,
6,349,,0.5941040515899658
7,399,0.4796791076660156,
7,399,,0.593144416809082
8,449,0.46657878160476685,
8,449,,0.5913910269737244
9,499,0.46484455466270447,
9,499,,0.5878216624259949
10,549,0.4816339313983917,
10,549,,0.5837559700012207
11,599,0.46852362155914307,
11,599,,0.5800716280937195
12,649,0.47274407744407654,
12,649,,0.5763227939605713
13,699,0.4220663905143738,
13,699,,0.5735660791397095
14,749,0.41658204793930054,
14,749,,0.5708308815956116
15,799,0.4068049490451813,
15,799,,0.5694135427474976
16,849,0.3734433650970459,
16,849,,0.5689463019371033
17,899,0.38603195548057556,
17,899,,0.5690246224403381
18,949,0.3741581439971924,
18,949,,0.5694447159767151
19,999,0.3722864091396332,
19,999,,0.5694436430931091
20,1049,0.3826882839202881,
20,1049,,0.5708062052726746
21,1099,0.405574232339859,
21,1099,,0.5720421075820923
22,1149,0.3747836649417877,
22,1149,,0.5735896229743958
23,1199,0.3579297661781311,
23,1199,,0.5723923444747925
24,1249,0.3984176814556122,
24,1249,,0.5729787349700928
25,1299,0.3590848743915558,
25,1299,,0.5727040767669678
26,1349,0.35578563809394836,
26,1349,,0.5762442946434021
