epoch,step,train_loss,val_loss
0,49,0.5669514536857605,
0,49,,0.6387845873832703
1,99,0.5182830691337585,
1,99,,0.6223759651184082
2,149,0.4693947434425354,
2,149,,0.5939044952392578
3,199,0.43276575207710266,
3,199,,0.5779343247413635
4,249,0.4168456196784973,
4,249,,0.5686824321746826
5,299,0.39359864592552185,
5,299,,0.5669004321098328
6,349,0.3653460144996643,
6,349,,0.5795086622238159
7,399,0.4375157058238983,
7,399,,0.5633945465087891
8,449,0.4065442383289337,
8,449,,0.5622334480285645
9,499,0.4498980641365051,
9,499,,0.5670602917671204
10,549,0.3934422731399536,
10,549,,0.5631693005561829
11,599,0.3450910151004791,
11,599,,0.5668588876724243
12,649,0.3368099629878998,
12,649,,0.5632873177528381
13,699,0.37020933628082275,
13,699,,0.5690178275108337
14,749,0.39316362142562866,
14,749,,0.5632199645042419
15,799,0.34175336360931396,
15,799,,0.5706319212913513
16,849,0.3794795870780945,
16,849,,0.5659081339836121
17,899,0.3966500759124756,
17,899,,0.5684366226196289
18,949,0.29757159948349,
18,949,,0.5728815793991089
